27,138
27,104
27,40
27,57
27,30
27,47
27,140
27,149
27,150
27,116
27,141
27,122
27,131
27,34
27,73
27,107
27,117
27,78
27,68
27,133
27,144
27,118
27,56
27,97
27,135
27,106
27,102
27,92
28,45
28,148
28,51
28,77
28,40
28,123
28,57
28,30
28,117
28,34
28,80
28,118
28,140
28,105
28,135
28,106
28,102
28,92
30,142
30,75
30,45
30,148
30,113
30,31
30,51
30,77
30,59
30,104
30,153
30,40
30,57
30,127
30,140
30,107
30,117
30,34
30,78
30,68
30,37
30,141
30,133
30,150
30,149
30,144
30,69
30,63
30,80
30,115
30,130
30,47
30,131
30,56
30,79
30,82
30,55
30,65
30,97
30,136
30,135
30,106
30,102
30,92
31,142
31,75
31,112
31,45
31,148
31,113
31,77
31,51
31,78
31,68
31,70
31,127
31,37
31,34
31,107
31,73
31,149
31,140
31,67
31,141
31,133
31,117
31,150
31,57
31,40
31,144
31,124
31,122
31,39
31,104
31,47
31,131
31,76
31,135
31,106
31,48
31,102
32,122
32,34
32,45
32,142
32,59
32,98
32,77
32,140
33,77
34,75
34,45
34,159
34,148
34,113
34,51
34,77
34,39
34,104
34,40
34,60
34,140
34,150
34,105
34,141
34,122
34,131
34,125
34,107
34,37
34,144
34,76
34,56
34,55
34,97
34,135
34,106
34,48
34,102
34,92
35,51
35,77
35,45
37,75
37,45
37,148
37,113
37,51
37,77
37,59
37,104
37,40
37,123
37,57
37,70
37,140
37,149
37,137
37,122
37,131
37,56
37,133
37,117
37,144
37,80
37,115
37,130
37,58
37,68
37,82
37,55
37,135
37,106
37,102
38,45
39,77
39,107
39,51
39,78
39,68
39,73
39,67
39,141
39,150
39,57
39,124
39,133
39,40
39,117
39,45
39,95
39,63
39,125
39,140
39,80
40,50
40,142
40,75
40,45
40,148
40,113
40,51
40,77
40,59
40,104
40,140
40,57
40,144
40,130
40,118
40,67
40,150
40,122
40,107
40,78
40,68
40,127
40,141
40,133
40,73
40,47
40,126
40,105
40,131
40,76
40,56
40,82
40,55
40,97
40,135
40,106
40,48
40,132
40,102
40,92
41,45
41,148
41,77
41,140
41,106
42,77
43,77
44,45
44,77
44,107
44,78
45,145
45,98
45,142
45,75
45,112
45,141
45,95
45,150
45,77
45,125
45,140
45,122
45,67
45,68
45,70
45,78
45,127
45,73
45,80
45,51
45,159
45,130
45,107
45,69
45,64
45,123
45,63
45,144
45,117
45,94
45,59
45,133
45,149
45,139
45,111
45,153
45,100
45,148
45,113
45,138
45,104
45,89
45,121
45,47
45,126
45,116
45,105
45,131
45,46
45,76
45,56
45,82
45,87
45,55
45,65
45,97
45,136
45,135
45,106
45,48
45,132
45,102
45,92
45,88
46,77
47,77
47,51
47,78
47,107
47,149
47,68
47,67
47,117
47,150
47,57
47,141
47,133
47,144
47,122
47,100
47,59
47,118
47,50
47,98
48,95
48,77
48,150
48,63
48,51
48,68
48,107
48,142
48,141
48,57
48,78
48,144
50,51
50,77
50,122
50,59
50,148
50,113
50,138
50,56
50,106
51,98
51,142
51,75
51,112
51,148
51,113
51,111
51,122
51,160
51,80
51,77
51,59
51,70
51,127
51,141
51,133
51,117
51,150
51,144
51,124
51,149
51,140
51,52
51,153
51,125
51,139
51,107
51,78
51,67
51,73
51,130
51,68
51,57
51,104
51,146
51,131
51,76
51,56
51,82
51,87
51,63
51,55
51,97
51,136
51,135
51,106
51,132
51,102
51,92
51,88
52,77
52,104
52,150
55,77
55,122
55,150
56,140
56,117
56,122
56,107
56,77
56,59
56,150
57,75
57,148
57,77
57,104
57,122
57,78
57,68
57,107
57,149
57,140
57,141
57,133
57,127
57,144
57,117
57,105
57,131
57,76
57,135
57,106
57,102
58,77
58,76
58,115
59,148
59,113
59,111
59,77
59,141
59,69
59,118
59,122
59,60
59,106
59,132
59,102
60,77
61,77
63,104
63,150
63,76
63,77
63,135
63,102
64,77
65,77
67,75
67,148
67,113
67,77
67,104
67,140
67,131
67,76
67,80
67,130
67,68
67,81
67,124
67,82
67,92
68,142
68,75
68,148
68,113
68,77
68,104
68,140
68,149
68,150
68,141
68,122
68,131
68,133
68,117
68,144
68,78
68,107
68,135
68,106
68,102
68,92
69,77
69,106
70,145
70,75
70,148
70,77
70,127
70,107
70,141
70,117
70,140
70,131
70,97
70,135
70,106
70,102
73,75
73,148
73,77
73,104
73,140
73,131
73,117
73,144
73,97
73,106
75,77
75,140
75,78
75,107
75,142
75,122
75,149
75,112
75,141
75,133
75,127
75,117
75,150
75,144
75,124
76,77
76,149
76,117
76,150
76,125
76,140
76,80
77,145
77,98
77,142
77,85
77,112
77,159
77,161
77,148
77,113
77,111
77,125
77,78
77,140
77,101
77,127
77,122
77,133
77,124
77,95
77,80
77,115
77,130
77,83
77,107
77,144
77,149
77,117
77,94
77,119
77,141
77,160
77,139
77,153
77,100
77,121
77,137
77,123
77,118
77,150
77,138
77,104
77,146
77,126
77,116
77,105
77,131
77,108
77,110
77,84
77,79
77,129
77,82
77,87
77,109
77,97
77,136
77,135
77,106
77,155
77,132
77,102
77,92
77,88
78,148
78,104
78,127
78,140
78,149
78,150
78,141
78,122
78,131
78,133
78,117
78,144
78,80
78,107
78,97
78,106
78,102
79,140
79,80
80,148
80,104
80,140
80,106
81,104
82,140
83,92
84,139
85,124
87,122
92,122
92,107
92,150
92,125
92,130
92,144
92,117
92,140
92,98
94,122
95,140
95,102
97,150
97,122
97,140
97,144
97,107
97,125
97,141
97,117
98,118
98,113
98,104
98,121
98,106
98,132
102,142
102,150
102,141
102,149
102,133
102,144
102,118
102,125
102,159
102,140
102,122
102,107
102,117
104,161
104,107
104,127
104,140
104,159
104,150
104,122
104,149
104,141
104,133
104,117
104,144
104,130
105,122
105,107
105,117
106,140
106,144
106,133
106,149
106,118
106,127
106,115
106,124
106,125
106,130
106,122
106,141
106,123
106,107
106,150
107,142
107,148
107,113
107,138
107,127
107,140
107,149
107,150
107,141
107,122
107,131
107,133
107,117
107,144
107,135
112,140
112,148
112,131
113,141
113,133
113,150
113,144
113,122
113,118
113,140
113,149
113,117
115,140
116,130
117,148
117,127
117,140
117,149
117,150
117,141
117,131
117,133
117,144
118,148
122,142
122,148
122,127
122,126
122,140
122,149
122,141
122,133
122,144
122,131
122,135
122,132
123,148
123,135
124,148
124,127
124,131
125,159
125,140
125,150
125,135
127,148
127,149
127,140
127,144
127,133
127,131
127,135
130,140
131,140
131,142
131,141
131,149
131,133
131,150
131,144
133,148
133,140
133,149
133,150
133,141
133,133
133,144
133,135
135,150
135,159
135,142
135,149
135,140
135,141
138,140
140,145
140,142
140,148
140,161
140,140
140,144
140,141
140,150
140,149
141,142
141,148
141,149
141,150
141,144
142,149
142,150
142,144
142,148
144,148
144,149
144,150
148,149
148,150
149,150
